fault	arm	suffix	steps	final_mount	readback	violated	isolated_per_device	isolated_by_check	isolated_at_mount	free_minus_allocatable	check_reads	check_read_bytes	switches	reads_refused	check_events	reuse_steps	rebuild_mapping_mismatch	writes_refused
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFOF	F:noop F:noop O:ok F:ok(F=3,reclaimed=1)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	11	229376	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFFO	F:noop F:noop F:noop O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFFF	F:noop F:noop F:noop F:noop	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFMF	F:noop F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFFM	F:noop F:noop F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFMO	F:noop F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFOM	F:noop F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFMM	F:noop F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FFOO	F:noop F:noop O:ok O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	13	294912	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMFF	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMFO	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMMF	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMOM	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) O:refused(not-writable) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMFM	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMOF	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) O:refused(not-writable) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMOO	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) O:refused(not-writable) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMMO	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FMMM	F:noop M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	4	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOFF	F:noop O:ok F:ok(F=3,reclaimed=1) F:noop	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	11	229376	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOFO	F:noop O:ok F:ok(F=3,reclaimed=1) O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	17	360448	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOOF	F:noop O:ok O:ok F:ok(F=6,reclaimed=18)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	17	360448	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOMF	F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOFM	F:noop O:ok F:ok(F=3,reclaimed=1) M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	11	229376	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOMO	F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De O:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOMM	F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFFF	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) F:refused(not-writable) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOOM	F:noop O:ok O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	13	294912	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	FOOO	F:noop O:ok O:ok O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	19	425984	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFFM	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) F:refused(not-writable) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFFO	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) F:refused(not-writable) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFOF	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) O:refused(not-writable) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFMF	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFMO	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFMM	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	4	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MMFF	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) F:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MFOO	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) O:refused(not-writable) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	2	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MMFM	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	4	0
F8-writer-bug-disk-instance-table	N2-rebuild-checks-mapping-refuses	MMFO	M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) M:mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) }) F:refused(not-writable) O:refused(not-writable)	mount-err:Recovery(UnitUnreadable { slot: SlotNumber(50304) })	same	I-2.1,I-4.8,I-7.2,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	3	0
