fault	arm	suffix	steps	final_mount	readback	violated	isolated_per_device	isolated_by_check	isolated_at_mount	free_minus_allocatable	check_reads	check_read_bytes	switches	reads_refused	check_events	reuse_steps	rebuild_mapping_mismatch	writes_refused
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFOF	F:noop F:noop O:ok F:noop	ok	same	-	[2, 2]	4	0	[0, 0]	7	163840	0	2	t1@50182:released-and-isolated	[]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFOM	F:noop F:noop O:ok M:ok	ok	same	-	[0, 0]	4	0	[0, 0]	13	262144	0	2	t1@50182:released-and-isolated	[]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFMO	F:noop F:noop M:ok[reuse] O:ok	ok	same	-	[2, 2]	4	0	[0, 0]	11	229376	0	4	t1@50182:released-and-isolated	[2]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFFO	F:noop F:noop F:noop O:ok	ok	same	-	[2, 2]	4	0	[0, 0]	7	163840	0	2	t1@50182:released-and-isolated	[]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFFF	F:noop F:noop F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	0	0	0	2	-	[]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFOO	F:noop F:noop O:ok O:ok	ok	same	-	[2, 2]	4	0	[0, 0]	13	294912	0	2	t1@50182:released-and-isolated	[]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFFM	F:noop F:noop F:noop M:ok[reuse]	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	4	-	[3]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFMF	F:noop F:noop M:ok[reuse] F:noop[reuse]	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	4	-	[2, 3]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FFMM	F:noop F:noop M:ok[reuse] M:ok[reuse]	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	6	-	[2, 3]	0	0
F9-bad-media-rw-forever	N2-same-verdict-rebuild-tolerates-data	FMFF	F:noop M:ok[reuse] F:noop[reuse] F:noop[reuse]	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	4	-	[1, 2, 3]	0	0
