fault	arm	suffix	steps	final_mount	readback	violated	isolated_per_device	isolated_by_check	isolated_at_mount	free_minus_allocatable	check_reads	check_read_bytes	switches	reads_refused	check_events	reuse_steps	rebuild_mapping_mismatch	writes_refused
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFFF	F:noop F:noop F:noop F:noop	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	0	0	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFFO	F:noop F:noop F:noop O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFOF	F:noop F:noop O:ok F:ok(F=3,reclaimed=1)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	11	229376	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFMO	F:noop F:noop M:ok O:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	12	229376	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFOM	F:noop F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFFM	F:noop F:noop F:noop M:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	6	98304	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFMF	F:noop F:noop M:ok F:noop	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	6	98304	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFMM	F:noop F:noop M:ok M:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	12	196608	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FFOO	F:noop F:noop O:ok O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	13	294912	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMFF	F:noop M:ok F:noop F:noop	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	6	98304	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMFO	F:noop M:ok F:noop O:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	12	229376	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMFM	F:noop M:ok F:noop M:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	12	196608	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMOF	F:noop M:ok O:ok F:ok(F=3,reclaimed=1)	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	16	294912	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMMF	F:noop M:ok M:ok F:noop	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	12	196608	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMMO	F:noop M:ok M:ok O:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	18	327680	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMMM	F:noop M:ok M:ok M:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	18	294912	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FOFF	F:noop O:ok F:ok(F=3,reclaimed=1) F:noop	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	11	229376	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMOM	F:noop M:ok O:ok M:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	16	294912	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FOFO	F:noop O:ok F:ok(F=3,reclaimed=1) O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	17	360448	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FMOO	F:noop M:ok O:ok O:ok	ok	same	I-2.1,I-4.8,I-7.4	[0, 0]	0	0	[0, 0]	18	360448	0	0	-	[]	1	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FOFM	F:noop O:ok F:ok(F=3,reclaimed=1) M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	11	229376	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FOMF	F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FOMM	F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	7	163840	0	0	t1@50304:released-and-isolated	[]	0	0
F8-writer-bug-disk-instance-table	N1A-any-isoAll-mem	FOOF	F:noop O:ok O:ok F:ok(F=6,reclaimed=18)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-2.1,I-3.9,I-4.8,I-7.4	[2, 2]	4	0	[0, 0]	17	360448	0	0	t1@50304:released-and-isolated	[]	0	0
