fault	arm	suffix	steps	final_mount	readback	violated	isolated_per_device	isolated_by_check	isolated_at_mount	free_minus_allocatable	check_reads	check_read_bytes	switches	reads_refused	check_events
F6-map-bug-live-instance-table	off(today)	OFFFFFF	O:ok F:noop F:noop F:noop F:noop F:noop F:noop	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFFO	O:ok F:noop F:noop F:noop F:noop F:noop O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFMF	O:ok F:noop F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFFM	O:ok F:noop F:noop F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFOF	O:ok F:noop F:noop F:noop F:noop O:ok F:ok(F=3,reclaimed=1)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFMM	O:ok F:noop F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFMO	O:ok F:noop F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De O:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFOM	O:ok F:noop F:noop F:noop F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFFOO	O:ok F:noop F:noop F:noop F:noop O:ok O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMFO	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable) O:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMFF	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable) F:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMFM	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable) M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMMF	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMMM	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMOF	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De O:refused(not-writable) F:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMOO	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De O:refused(not-writable) O:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOFF	O:ok F:noop F:noop F:noop O:ok F:ok(F=3,reclaimed=1) F:noop	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMOM	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De O:refused(not-writable) M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFMMO	O:ok F:noop F:noop F:noop M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De O:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOFO	O:ok F:noop F:noop F:noop O:ok F:ok(F=3,reclaimed=1) O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOMF	O:ok F:noop F:noop F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De F:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOFM	O:ok F:noop F:noop F:noop O:ok F:ok(F=3,reclaimed=1) M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOMM	O:ok F:noop F:noop F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOMO	O:ok F:noop F:noop F:noop O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De O:refused(not-writable)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOOF	O:ok F:noop F:noop F:noop O:ok O:ok F:ok(F=6,reclaimed=18)	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOOM	O:ok F:noop F:noop F:noop O:ok O:ok M:mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F6-map-bug-live-instance-table	off(today)	OFFFOOO	O:ok F:noop F:noop F:noop O:ok O:ok O:ok	mount-err:Publish(ReleaseTargetAlreadyReleased { unit: InstanceTable, device: De	same	I-3.9	[0, 0]	0	0	[0, 0]	0	0	0	0	-
